Food Name,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Calcium,Source,Price,Package Size,Package Size Parsed
Corn kernels no added salt Coles,100,2.6,1.5,9.3,2.1,0,3.5,29.1,151,0,124,0.42,2,Coles,,,
Bagels Sesame Seeds ,1,9.6,4.1,47.3,0,0,5.4,0,253,0,0,0,0,Coles ,,,
Coles Burrito Tortilla Wraps,1,3.1,3.5,19.4,0,0,1.6,1.6,368,0,0,0,0,Coles ,,,
Turkey Mince Steggles,100,26.6,6.5,0,0,0,0,1.3,64,0,0,0,0,Coles ,,,
Coles Mascarpone,100,1.8,46.3,3.7,0,0,2.3,32.7,21,0,0,0,53,Coles,,,
Savoiardi Coles,12,8.8,3.3,81.3,0,0,40.3,1.3,162,0,0,0,0,Coles,,,
Coles Italian Passata Tomato ,100,1.4,0,5.6,1.6,0,1.6,0,350,0,350,0,0,Coles,,,
Coles Winter Vegetables,100,1.6,0,2.9,0,0,2.1,0,19,0,190,0,0,Coles,,,
Coles Frozen Four Fruits Mix,150,1.4,0,18.5,17,0,0,0,0,0,0,0,0,Coles,,,
Coles Frozen Cooked Peeled Prawns ,100,10.5,1,0,0,0,0,0,11,0,0,0,0,Coles,,,
Coles Basil Pesto,100,5.8,41.7,13.7,0,0,2.7,6.1,1320,0,0,0,0,Coles,,,
Coles Cooked Mussel Meat,100,15.3,3.1,1.3,0,0,0,0,263,0,0,0,0,Coles,,,
Coles Lentils Canned,100,7.7,0,13.1,0,0,0,0,175,0,92,0,0,Coles,,,
Garlic Tofu Pieces Sliced,100,17.3,10.8,13.7,0,0,0,0,688,0,0,0,0,Coles,,,
Coles light smooth ricotta,100,7.7,5.3,3.8,0,0,0,0,0,0,0,0,0,Coles,,,
Coles Garlic Aioli,100,1.3,69.5,4.2,0,0,3.3,4.2,610,0,0,0,0,Coles,,,
Tandoori Paste Marinade Patak's,100,4.9,13.5,11.2,0,0,3.1,1,1370,0,0,0,0,Coles,,,
Multigrain Rolls Coles,100,9.7,3.5,41.3,5.1,0,3,1,380,0,0,0,0,Coles,,,
Coles Coconut Milk Can,100,0,5.4,1.8,0,0,1,4.2,30,0,0,0,0,Coles,,,
Coles tortilla de mais,100,4.6,2.8,42,4.4,0,1.4,0,38,0,0,0,0,Coles,,,
Coles Soy Milk Oranic,100,3,3.3,5.1,0,0,1.8,0,39,0,0,0,120,Coles,,,
Coles Drink Soy Regular 1L,100,3.1,3,4.7,0,0,1.6,0.2,60,0,198,0,120,Coles,1.15,,
Coles Light Greek Style Yoghurt,100,6.4,1.9,8.9,0,0,6.1,1.4,71,0,0,0,233,Coles,,,
Coles Thin Egg Noodles,1,5.6,0,42.4,2.5,0,1.4,0,166,0,0,0,0,Coles,,,
Coles Tortilla Wraps,1,7.1,7.9,44,2.3,0,3.7,3.7,838,0,0,0,0,Coles,,,
Coles Asia Egg Noodles Thin 340g,57,5.643000000000001,0.9690000000000001,42.40800000000001,0,0,0,0.171,166.44,0,0,0,0,Coles,2,,
Coles Wholemeal Sandwich Loaf 680g everyday product,100,9.3,1.9,40.4,0,0,3.2,1.5,360,0,0,0,0,Coles,2 .50,,
Coles Firm Tofu Nature's Kitchen,100,16.4,8.2,1.5,1.2,0,0,0,8,0,0,0,0,Coles,,,
Coles Beef 4 Star Lean Mince 10% Fat,100,21.4,10,0,0,0,0,3.8,40,0,0,0,0,Coles,2,,
Coles Sliced Chicken Breast,100,17.3,5.7,1.6,1.2,0,1,1.6,848,0,0,0,0,Coles,2,,
Coles Wholemeal & Grain Soft Wraps 8 Pack | 360g,1,3.8,3.5,20.6,2,0,1.8,1.8,167,0,0,0,0,Coles,,,
Coles Burrito Tortilla Wraps 10 pack 400g,1,3.12,3.48,19.36,0,0,0,1.64,368,0,0,0,0,Coles,2,,
Simson's Pantry Preservative Free Salt Reduced White Large Wraps 8 Pack (serving),1,5.4,4.6,32.7,2.6,0,1.2,2.4,277,0,0,0,0,Coles,2,,
Simson's Pantry Preservative Free Salt Reduced White Large Wraps 8 Pack (100g),100,8.2,6.9,49.6,4,0,1.8,3.6,420,0,0,0,0,Coles,2,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Tumeric ground,100,7.83,9.88,64.93,21.1,0,3.21,3.12,38,0,2525,0,0,FatSecret,,,
Basa Fillet (Aldi),100,14.3,1.1,0,0,0,0,0.5,65,0,0,0,0,FatSecret,,,
Gnocchi ,100,4.4,0.5,33,1.3,0,0,0,129,0,80,0,0,FatSecret,,,
De Cecco,100,14,1.5,69.2,2.9,0,3.4,0.3,5,0,142,1,18,FatSecret+AuGovt,,,
,,,,,,,,,,,,,,,,,
Gelato 95% Sugar Free Vanilla,100,4.7,5.1,4.3,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato 96% Sugar Free Chocolate,100,1.5,5.1,4.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato 98% Sugar Free Strawberry,100,0.7,0.8,1.1,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato American Chocolate,100,3.9,9.5,26.1,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Apple Pie,100,4,6.8,24.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Belgian Chocolate,100,3,5,25.3,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Berry Pavlova,100,3.9,6.1,28.5,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Berry Yoghurt,100,3.9,6.3,26,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Biscottino,100,4.1,7.9,24.8,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Black Sesame,100,4.4,10.2,25.3,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Blood Orange,100,0.4,0,25.9,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Burnt Caramel & Pecan,100,4.1,9,24.5,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Caramelised Fig,100,4,6.5,26,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Choc Chip,100,4,8.2,26.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Choc Crackle Pop,100,4.5,9.9,28.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Choc Hazelnut,100,4.1,7.8,27.1,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Choc Honeycomb,100,4,7.7,25,0,0,0,0,0,0,0,0,0,Gelatissimo,2.85,,
Gelato Choc Mint,100,4,6.7,24.6,0,0,0,0,0,0,0,0,0,Gelatissimo,4.98,,
Gelato Chocolate,100,2.8,4.8,25.6,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Chocolate Sorbet,100,2.1,4.2,31.8,0,0,0,0,0,0,0,0,0,Gelatissimo,3.65,,
Gelato Chocolate Truffle,100,3,6.8,28.4,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Coconut,100,3.9,6.9,24,0,0,0,0,0,0,0,0,0,Gelatissimo,0.75,,
Gelato Cookies & Cream,100,3.5,7.5,27.4,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Crème Caramel,100,3.8,6.1,25.3,0,0,0,0,0,0,0,0,0,Gelatissimo,1.5,,
Gelato Espresso,100,4.1,6.1,24.7,0,0,0,0,0,0,0,0,0,Gelatissimo,2.5,,
Gelato Forest Berries,100,0.5,0.1,26.6,0,0,0,0,0,0,0,0,0,Gelatissimo,3.5,,
Gelato Green Apple,100,0.1,0.9,30.9,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Green Tea,100,4.7,6.6,22.8,0,0,0,0,0,0,0,0,0,Gelatissimo,2.9,,
Gelato Hazelnut,100,4.8,8.9,24.6,0,0,0,0,0,0,0,0,0,Gelatissimo,5.5,,
Gelato Lemon,100,0.4,0.3,33,0,0,0,0,0,0,0,0,0,Gelatissimo,8,,
Gelato Lime,100,0.1,0.1,28,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Lychee,100,0.2,0.1,33.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Macadamia & Caramel,100,4.2,10.1,24.8,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Mango,100,0.4,0.1,28.4,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Mango Yoghurt,100,3.7,5.9,22.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Pannacotta,100,3.9,6.3,23.6,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Passionfruit,100,0.8,0.1,26.1,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Peanut Butter Fudge with,100,4.6,7.1,31.5,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Pistachio,100,4.3,8.5,24.7,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Raspberry,100,0.5,0.2,26.3,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Rum & Raisin,100,3.9,6.1,24.1,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Salted Caramel,100,3.7,6.3,26.4,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Sticky Fig & Honeycomb,100,3.9,6.1,27,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Strawberry,100,0.7,0.1,25.1,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Tiramisu,100,4.1,6.4,23.8,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Vanilla,100,4,6.5,23.9,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Veronese Chocolate,100,4.4,8.3,27.2,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato White Chocolate,100,4.2,7.5,28.4,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato White Chocolate Hazelnut,100,4.1,7.8,26.9,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
Gelato Wild Cherry,100,3.9,6.4,25,0,0,0,0,0,0,0,0,0,Gelatissimo,,,
,,,,,,,,,,,,,,,,,
"Black Eyed Peas, Cowpeas, Cooked",170,13,0.9,35,11,0,7,0,379,0,634,0,,FatSecret,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Prosciutto di Parma DOP intero,100,25.9,18.3,0.3,0,0,0,6,1760,81,538,0.9,11,INRAN,,,
Prosciutto di Parma DOP sgrassato,100,29.1,6.4,0,0,0,0,2,2040,89,618,1,13,INRAN,,,
,,,,,,,,,,,,,,,,,
Dragon Fruit (Pitaya),100,1.2,0,13,3,0,5,0,0,0,0,0,0,Internet ,,,
Bulgur With Minced Meat,8,454.43999999999994,84.49,541.9499999999999,73.24,0,16.259999999999998,921.2539999999999,1164.8,1216,9083.8,56.94800000000001,581,Own Recipe,4745.969999999999,,
Pasta Salsiccia Zucca e Peperoni,6,158.41000000000003,86.06,380.38000000000005,35.1,0,76.94,343.8500000000001,7265.2,40.2,4229.8,3.9650000000000003,290.2,Own Recipe,2929.7000000000003,,
Trippa Alla Fiorentina,2,85.28,66.443,31.89,15.48,0,28.799999999999997,165.351,3065.3,623.1999999999999,2433.9,7.863,1249.9,Own Recipe,1066.667,,
Moroccan Fava Bean Soup,2,57.04,31.940000000000005,87.80000000000001,52.1,0,9.4,53.57,103.6,0,3417.6,25.96,504.00000000000006,Own Recipe,866.82,,
Lebanese Green Split Pea Soup,2,58.142999999999994,6.996,162.132,52.061,0,21.836999999999996,15.1968,2102.15,0,3656.98,8.3042,252.41000000000003,Own Recipe,944.0640000000001,,
Moroccan Red Lentil and Lamb Stew,8,305.987,88.12800000000001,381.631,85.04599999999999,0,39.531,458.446,4405.5,585,7283.5,28.779999999999998,285.2,Own Recipe,3543.624,,
Fegato alla Veneziana,4,147.03,79.77,44.63,8.100000000000001,0,17.4,34.362,509.99999999999994,1975.1,2737.9,35.023,109.1,Own Recipe,1484.57,,
Protein Breakfast Bar,10,99.07000000000001,131.98999999999998,128.965,28.13,0,20.015,91.592,86.5,0,1379.6,13.056,256.79999999999995,Own Recipe,2100.0499999999997,,
Feijoada,8,310.016,30.351999999999997,257.982,126.13799999999999,0,42.514,26.31,10637.339999999998,0,484.2,0.9516,51.32,Own Recipe,2545.16,,
Protein Pannacotta,5,57.74000000000001,16.740000000000002,30.2,0,0,29.1,276.71000000000004,180,40,556.7,4.13,442,Own Recipe,502.4200000000001,,
Pure di Patate,2170,66.18,58.839999999999996,232.35000000000002,20.790000000000003,0,33.900000000000006,209.067,557.1,141.6,7598.7,8.703999999999999,1016.5,Own Recipe,1723.68,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sourdough Bread 70% 5 Stagioni,1350,130.06,8.361,631.72,18.580000000000002,0,13.934999999999999,0,7319.799999999999,0,3.2300000000000004,0,19.48,Own Recipe,3122.369,,
Sourdough Bread 70% Caputo,1325,107.00750000000001,1.861,601.1029999999998,0,0,14.888,1.861,7289.1835,0,3.2300000000000004,0,19.490000000000002,Own Recipe,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bacon Short Cut 97% Fat Free (Aldi),50,10,1.5,0.7,0,0,0,0.6,545,0,0,0,0,FatSecret,,,
Short Cut Bacon ,100,18,14,1,0,0,0,5,1148,48,279,0,0,FatSecret,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Brigadeiro,360,29.66,48.14,182.55000000000004,2.7699999999999996,0,181.65000000000003,249.26600000000002,359.90000000000003,135.7,1622.6999999999998,3.497,904.8000000000001,Own Recipe,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
5 Stagioni Gold,100,14,0.9,68,2,0,1.5,0,5,0,0,0,0,Packaging,,,
Aldi Cottage Cheese,100,11.9,2.1,4.3,0,0,4.1,1.5,294,0,0,0,22,Packaging,,,
Aldi Ham,100,13.7,2.6,3.8,0,0,3.8,0.9,1000,0,0,0,0,Packaging,,,
Aldi Leg Ham (blue pack),100,16.4,2.5,3.1,0,0,2.5,0.9,1090,0,0,0,0,Packaging,,,
Aldi Marinara Mix,100,11.4,0.6,1.6,0,0,0,0.2,209,0,0,0,0,Packaging,,,
Aldi Mozzarella Shredded ,100,27.1,24.7,0,0,0,0,17.1,577,1000,0,0,803,Packaging,,,
Aldi Soup Mix,50,10.4,1.8,27.7,4.3,0,1.2,0.4,0,0,0,0,0,Packaging,,,
Aldi Tuna OceanRise Yellowfin Tuna in Springwater,100,27.5,0.6,0.7,0,0,0,0.2,264,0,0,0,0,Packaging,,,
Aldi Tuna Portview Sandwich Tuna Flakes in Springwater,100,23,0.5,0,0,0,0,0.1,400,0,0,0,0,Packaging,,,
Black Beans With Green Kernel (Heng-Fai),100,24,1,60,3,0,2,0,24,0,0,0,0,Packaging,,,
Bonsoy Original Soymilk,100,4.1,2.2,5.5,1.4,0,2.2,0.3,47,0,143,0,25,Packaging,,,
Butter Beans Canned ,100,6.3,0,13,6.1,0,0,0,176,0,270,0.37,15,Packaging,,,
Clams Cooked New Zealand,40,5.6,0.5,0,0,0,0,0.3,231,9.4,0,0,0,Packaging,,,
Coles Bread High Fibre 7 Seed And Grain,100,10.7,6.7,40.1,3,0,2.2,0.9,249,0,0,0,0,Packaging,,,
Coles Cottage Cheese,100,11.9,1.7,5.7,0,0,5,1.2,273,0,0,0,143,Packaging,,,
Coles English Ham,100,15.6,2,1.8,0,0,1.8,0.5,892,0,0,0,0,Packaging,,,
Coles Organic Coconut Milk,100,0.4,2,7,0,0,3.5,1.7,45,0,0,0,120,Packaging,,,
Creamy Evaporated Milk,100,8,8.8,12.3,0,0,12.3,6.2,125,0,0,0,240,Packaging,,,
Cucina Matese Pasta ,100,14,1.5,70,3.3,0,4.1,1,8,0,0,0,0,Packaging,,,
DarrelLea Hazelnut Chocolate,100,7.9,35.1,49.3,0,0,46.4,15.7,75,0,0,0,0,Packaging,,,
DarrelLea RockLea Road Milk Chocolate,100,7.7,29.9,53.8,0,0,51.7,17.6,69,0,0,0,0,Packaging,,,
Frollini Integrali Lago,100,8.2,13.2,66.2,6.8,0,0,6.57,850,0,0,0,0,Packaging,,,
Fuba Mimoso,50,3.4,0.9,37,2.4,0,0,0,0,0,0,0,0,Packaging,,,
McCain Sweet Potato Straight Cut Chips,100,0.5,5.5,19,3.4,0,9.1,1,210,0,0,0,0,Packaging,,,
Mckenzie's Soup Mix,100,18,3.4,56.6,10.1,0,1.9,0,5,0,0,0,0,Packaging,,,
Musashi Delux Protein 20g Jam Donut Flavor,1,20.5,8.5,5.9,1.1,0,4.4,4.4,167,0,0,0,0,Packaging,,,
Prawns Cooked & Peeled Tail Off I&J,100,10.4,0.7,0,0,0,0,0.3,919,218.00000000000003,179,1.28,239,Packaging,,,
Preparado Pao De Quejio,20,0,2.8,12,0,0,0,1.2,226,200,0,0,0,Packaging,,,
Tomato Sauce Beerenberg ,100,1.1,0,24.7,0,0,21.6,0,380,0,0,0,0,Packaging,,,
Vitasoy Unsweetned Almond Milk,100,0.7,1.8,0.3,0.3,0,0.1,0.2,36,0,0,0,300,Packaging,,,
Yamasa Teriyaki Sauce,100,5.1,0,31.2,0,0,28,0,3143,0,0,0,0,Packaging,,,
Pinto Beans Canned,100,6.5,0.7,12.3,6.6,0,0.5,0.1,266,0,350,1.3,16,"Packaging,Australian Government",,,
Whey Isolate Chocolate ,100,87,1,4.7,0,0,2.5,0.4,148,0,0,0,0,Packaging,,,
Coles Turkish roll ,100,9.8,3.3,51.2,1,0,3,0.6,400,0,0,0,0,Packaging,,,
So Good Almond Milk Original,100,0.6,1.4,3.6,0,0,3.4,0.1,32,0,0,0,0,Packaging,,,
Old ElPaso Hot Chunky Salsa Sauce,100,1.1,0.5,7,1.4,0,4.7,0,319,0,0,0,0,Packaging,,,
Yoki Farofa Pronta,35,0.6,3.6,29,0,0,0,1.5,178,0,0,0,0,Packaging,,,
Caputo Farina Pizzeria,100,13,1,71.5,3,0,1,0.3,18,0,0,0,0,Packaging,,,
Granola Almond & Sultana,100,7.5,9,64.3,0,0,29.6,1.2,9,0,0,0,0,Packaging,,,
North Indian Butter Chicken ,100,1.7,8.8,16.7,0,0,11.2,2.5,676,0,0,0,0,Packaging,,,
Passage Foods Passage To India Korma Curry Simmer Sauce Pouch,100,2.8,5.8,9,0,0,4.3,2.6,759,0,0,0,0,Packaging,,,
Nutrisoy Tempeh Tasty,100,15,5.7,0,6.5,0,0,0.9,320,0,0,0,0,Packaging,,,
Dashi Miso paste,100,11.2,6.4,16.3,0,0,11.9,0.8,4600,0,0,0,0,Packaging,,,
Australia's Own Soy Mlik Unsweetned,100,1.9,2.3,0.4,0.5,0,0.4,2.3,70,0,0,0,0,Packaging,,,
Costco Protein Bar Dark Chocolate Sea Salt,1,15,3.5,6,7.5,0,1.3,0.9,247,0,0,0,0,Packaging,,,
Costco Protein Bar Lemon Coconut,1,15,4.7,7,6.8,0,1.4,0.9,176,0,0,0,0,Packaging,,,
Costco Protein Bar Peanut Butter,1,15,4.5,6,7.1,0,1.4,0.9,257,0,0,0,0,Packaging,,,
Kirkland Salsa Organic Medium,100,1,0.5,6.7,0,0,4.6,0.5,394,0,0,0,0,Packaging,,,
Yellow Split Lentils ,100,22.8,2.5,51.1,10.2,0,1,0,5,0,0,0,0,Packaging,,,
Pork mince extra lean 5%,100,19,5,0,0,0,0,3.3,50,0,0,0,0,packaging,,,
Hemp seeds,100,35.1,46,2.4,5.3,0,1.9,4.3,0,0,1200,8,0,Packaging,,,
Aldi Mixed Nuts Premium Dry Roasted,100,17,53.9,15.5,8.1,0,4.6,7.4,0,0,0,0,0,Packaging,,,
Aldi Flour Plain White ,100,10.1,1.9,70.8,0,0,4.4,0.4,0,0,160,0,20,Packaging,,,
Soba Noodles Sukina Dry,100,10,1.5,66,2.5,0,0,0,120,0,0,2.5,150,Packaging,,,
Kaleslaw Salad Kit,100,3,8.2,4,3.2,0,3.8,0.8,112,0,0,0,0,Packaging,,,
KitKat Mint Choc Chip,2,1.6,6.3,13.6,0,0,11.1,3.5,18,0,0,0,0,Packaging,,,
Korma Paste Patak's ,100,3.1,15.5,14.9,0,0,9.2,2.6,1920,0,0,0,0,Packaging,,,
Aldi Stir Fry Vegetables Mix,100,1.6,0,4.4,2.4,0,3.1,0,13,0,0,0,0,Packaging,,,
Wokka Singapore Style Work Ready Noodles,100,4.8,0.6,19.5,0,0,0.3,0.6,32,0,0,0,0,Packaging,,,
Water Chestnut Slices,100,0.8,0.1,5.8,0,0,1.9,0,10,0,0,0,0,Packaging,,,
Aldi Smooth Ricotta,100,8.8,10.3,3.8,0,0,3.3,7.2,296,0,0,0,0,Packaging,,,
Aldi Light Rye Bread ,100,8.9,2.4,44.2,4.2,0,3.4,0.4,380,0,0,0,0,Packaging,,,
Aldi Ricotta Emporium Selection Fresh,100,10.2,11.7,3.5,0,0,2.7,8.6,278,0,0,0,0,Packaging,,,
Whittaker's Creamy Milk Chocolate,100,9.2,35.6,51.8,0,0,44.7,19.5,70,0,0,0,0,Packaging,,,
Aldi Brioche Sesame Seed Burger Buns,1,5.2,4,25.2,0,0,5.2,1.2,230,0,0,0,0,Packaging,,,
Centurion OO Flour,100,11.5,0.2,64.6,0,0,1.6,0.2,1.7,0,0,0,0,Packaging,,,
Lindt No Sugar Added Milk Chocolate,100,7,37,52,1.6,0,9,22,100,0,0,0,0,Packaging,,,
Lindt No Sugar Added Dark Chocolate,100,7,38,41,7.4,0,1,23,20,0,0,0,0,Packaging,,,
Potato Spud Lite ,100,1.4,0,8.9,1.4,0,1.1,0,10,0,370,0,0,Packaging,,,
Heinz Ketchup Tomato Sauce 50% Less Added Sugar & Salt,100,1.5,0.1,13.2,2.3,0,12.1,0,395,0,260,0,0,Packaging,,,
Aldi Mini Wraps Wholegrain ,1,4.2,2.9,21.6,2.6,0,0.9,0.4,189,0,0,0,0,Packaging,,,
Aldi German Style Cheese Kransky,1,11.4,14,0.5,0,0,0.4,6.2,720,0,0,0,0,Packaging,,,
Aldi Brioche Hot Dog Rolls,1,4.3,4.5,23,0,0,5.6,1.1,222,0,0,0,0,Packaging,,,
Aldi Canned Lentils,100,6,0.4,10,5.9,0,0.2,0.1,195,0,0,0,0,Packaging,,,
Aldi Coconut Milk,100,1.6,17.1,2.1,0,0,1.1,14.5,23,0,0,0,0,Packaging,,,
Delta Bulgarian White Brined Sheep's Milk Cheese,100,17,24.5,1,0,0,1,15,300,0,0,0,0,Packaging,,,
Cannellini Beans Canned Aldi,100,6.1,0.7,12.3,8.6,0,0.7,0.1,175,0,0,0,0,Packaging,,,
Borgo Italian Salsiccia (100g),100,18.7,18.2,0,0,0,0,8,797,0,0,0,0,Packaging,,,
Borgo Italian Salsiccia (serving),6,93.5,91,0,0,0,0,40,3985,0,0,0,0,Packaging,,,
Tiramisu Toscano Cup (serving),1,2.5,8.2,20.3,0,0,11.4,7,48,0,0,0,0,Packaging,,,
,,,,,,,,,,,,,,,,,
Tapioca pearls Ready in 5 Minutes,100,0.2,0.2,54,0,0,0,50.9,1,0,23,1.7000000000000002,16,Australian Government,319.8,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Arnott's Malt O Milk Biscuit,3,1.4,2.6,15.9,0.5,0,5.8,1.3,54,0,0,0,0,Producer Website,,,
Auricchio Pecorino Romano,100,24,32,0,0,0,0,18,5000,0,0,0,0,Producer Website,,,
Aussie Bodies Cookies And Cream Bar,1,42,12.5,5,2.9,0,2.9,5.9,0,0,0,0,0,Producer Website,,,
Barilla Pasta Caserecce,100,12,2,71.7,3,0,3.5,0.5,5,0,0,0,0,Producer Website,,,
Borgo Salumi Italian Sausage Thick/Thin,100,14.6,9.9,0,0,0,0,4.4,946,0,0,0,0,Producer Website,,,
Grana Padano,100,33,29,0,0,0,0,18.4,1500,98.3,120,0.14,1165,Producer Website,,,
Lindt Pistachio,2,1.3,12,10.8,0,0,10.5,8.8,25,0,0,0,0,Producer Website,,,
McKenzie's Yellow Split Peas,100,23,2,45.1,10.1,0,2.5,0,7,0,0,0,0,Producer Website,,,
Milk Lab Coconut Milk,100,0.6,3.7,3,0,0,2.6,3.4,48,0,0,0,0,Producer Website,,,
Musashi Milk Choch Brownie High Protein,1,45.5,6.9,3.1,0,0,2.3,4.1,172,0,0,0,0,Producer Website,,,
Parmigiano Reggiano,100,32.4,29.7,0,0,0,0,19.6,650,83,100,0.2,1155,Producer Website,,,
Protein WPI Professional Natural,100,91.6,0.84,2,0,0,0.7,0.29,200,0,0,0.6,460,Producer Website,,,
VPA Premium Plant Vegan Protein,100,71.4,6.2,12.4,0,0,10.2,1.1,11,0,0,7.6,0,Producer Website,,,
Ricotta La casa del Formaggio,100,13,11.1,2.8,0,0,2.8,7.7,168,0,0,0,90,Producer Website,,,
Korean Hot Pepper Paste,100,4.2,1.8,44.6,6,0,21.9,0,2387,0,0,0,0,Packaging,,,
Tapioca Flour,100,1,0,85,0,0,4,0,0,0,0,0,0,Packaging,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sushi Roll Smoked Salmon Cream Cheese ,1,9.4,8.2,38.5,0,0,0,0,0,0,0,0,0,Sushi Hub,,,
Sushi Roll Spicy Tuna Roll with Avocado,1,10.1,5.3,35.8,0,0,0,0,0,0,0,0,0,Sushi Hub,,,
Inari Seaweed Salad,1,4.4,3.7,33.8,0,0,0,0,0,0,0,0,0,Sushi Hub,,,
,,,,,,,,,,,,,,,,,
Beans black turtle mature seeds raw,100,21.25,0.9,38.4,15.5,0,2.12,0.232,9,0,1500,8.7,160,USDA,,,
Beans Pinto Borlotti Dry ,100,23.7,1.24,38.6,4.1,0,0,0,0,0,1510,5.4,161,USDA,,,
Broccoli fresh raw,100,2.57,0.3,1.9,3.4,0,0.4,0,22,0,336,0.84,32,USDA,,,
Lupin mature cooked boiled with salt,100,15.5,2.92,9.29,2.8,0,0,0.7,240,0,245,1.2,51,USDA,,,
Mushrooms enoki raw,100,2.66,0.29,7.81,2.7,0,0.22,0.027,3,0,359,1.15,0,USDA,,,
Mushrooms oyster raw,100,3.31,0.41,6.09,2.3,0,1.11,0.062,18,0,420,1.33,3,USDA,,,
Mushrooms shiitake raw,100,2.24,0.49,6.79,2.5,0,2.38,0,9,0,304,0.41,2,USDA,,,
Mushrooms white raw,100,3,0,3.2,1,0,2,0.05,5,0,318,0.5,3,USDA,,,
Oil Coconut,100,0,99.1,0.84,0,0,0,82.5,0,0,0,0.05,1,USDA,,,
Salmon Atlantic Farmed Raw,100,20.42,13.42,0,0,0,0,3.05,59,55,363,0.34,9,USDA,,,
Sauerkraut,100,0.9,0.14,4.3,2.9,0,1.8,0,661,0,167,1.5,33,USDA,,,
