Food Name,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Calcium,Source,Price,Package Size,Package Size Parsed
Noodle wheat instant flavoured dry uncooked,100,10.6,19.1,54,3.7,0,0.9,47.5,1108,0,227,2.5,28,Australian Government,,,
Nut almond meal,100,20.5,55.8,5.1,8.9,0,3.9,6.3,5,0,640,3.1,220,Australian Government,,,
Nut almond with skin raw unsalted,100,19.7,50.5,5.4,10.9,0,5.2,7.9,0,0,796,3.75,265,Australian Government,,,
Nut almond with skin roasted unsalted,100,19.7,52.5,5.4,10.9,0,5.2,,0,0,796,3.75,265,Australian Government,,,
Nut brazil raw or blanched unsalted,100,14.4,68.5,2.4,8.5,0,2.1,22.6,2,0,560,2.2,150,Australian Government,,,
Nut cashew raw unsalted,100,17,49.2,22.9,5.9,0,5.5,17.8,11,0,550,5,34,Australian Government,,,
Nut cashew roasted salted,100,16.8,50.5,22.6,5.8,0,5.4,,375,0,542,4.93,34,Australian Government,,,
Nut chestnut raw unsalted,100,3.4,0.2,32.1,14.9,0,3.3,20.36,1,0,468,0.7,18,Australian Government,,,
Nut chestnut roasted unsalted,100,3.4,0.6,34.3,8.1,0,3.8,20.27,1,0,574,0.8,13,Australian Government,,,
Nut hazelnut raw unsalted,100,14.8,61.4,5.1,10.4,0,4.4,4.6,3,0,680,3.2,86,Australian Government,,,
Nut macadamia raw unsalted,100,9.2,74,4.5,6.4,0,4.5,14.2,1,0,410,1.8,48,Australian Government,,,
Nut peanut with skin raw unsalted,100,24.7,47.1,8.9,8.2,0,5.1,18.19,1,0,540,2.3,54,Australian Government,,,
Nut peanut with skin roasted with oil salted,100,24.4,51.7,14.4,8.3,0,4.7,18.19,380,0,670,2.4,50,Australian Government,,,
Nut peanut without skin roasted with oil salted,100,25.1,52.8,14.1,6.2,0,4.4,18.19,335,0,620,1.2,40,Australian Government,,,
Nut peanut without skin roasted with oil unsalted,100,25.1,52.8,14.1,6.2,0,4.4,18.19,1,0,620,1.2,40,Australian Government,,,
Nut pecan raw unsalted,100,9.8,71.9,4.9,8.4,0,4.3,6.6,3,0,500,2.4,51,Australian Government,,,
Nut pine raw unsalted,100,13,70,4.5,5.1,0,3.4,6.3,3,0,600,4.1,11,Australian Government,,,
Nut pistachio raw unsalted,100,19.7,50.6,15.8,9,0,5.9,12,7,0,950,3.9,90,Australian Government,,,
Nut walnut raw unsalted,100,14.4,69.2,3,6.4,0,2.7,6.7,3,0,440,2.5,89,Australian Government,,,
Nutmeg dried ground,100,5.8,36.3,28.5,20.8,0,3,87.9,16,0,350,3.04,184,Australian Government,,,
Oat beverage fluid added calcium,100,1.3,0.8,10.2,0.3,0,3.1,21.5,38,0,47,0,110,Australian Government,,,
Oat beverage fluid unfortified,100,1.3,0.8,10.2,0.3,0,3.1,21.5,38,0,47,0,18,Australian Government,,,
Oats hulled uncooked,100,11.7,9.8,55.5,8.6,0,1.2,19.4,4,0,310,3.9,37,Australian Government,,,
Oats rolled mixed with sugar or honey & other flavours uncooked,100,8.3,7.5,69.1,7.5,0,24,3.9,8,0,240,2.5,47,Australian Government,,,
Oats rolled uncooked,100,12.4,9.5,49.9,9.5,0,1,19.4,3,0,310,3.5,40,Australian Government,,,
Octopus raw,100,14.9,1,0,0,0,0,36.15,230,48,350,5.3,53,Australian Government,,,
Oil almond,100,0,100,0,0,0,0,6.3,0,0,0,0,0,Australian Government,,,
Oil blend of monounsaturated vegetable oils,100,0,100,0,0,0,0,7.2,0,0,0,0.01,0,Australian Government,,,
Oil blend of polyunsaturated vegetable oils,100,0,100,0,0,0,0,14.8,0,0,0,0.01,0,Australian Government,,,
Oil canola,100,0,100,0,0,0,0,7.63,0,0,0,0,1,Australian Government,,,
Oil copha,100,0.2,99.9,0,0,0,0,98.2,1,0,1,0,0,Australian Government,,,
Oil cottonseed,100,0,100,0,0,0,0,27.09,0,0,0,0,0,Australian Government,,,
Oil grapeseed,100,0,100,0,0,0,0,11.9,0,0,0,0,0,Australian Government,,,
Oil linseed or flaxseed,100,0,100,0,0,0,0,9.42,0,0,0,0,1,Australian Government,,,
Oil macadamia,100,0,100,0,0,0,0,14.2,0,0,0,0,0,Australian Government,,,
Oil mustard seed,100,0,100,0,0,0,0,12.59,0,0,0,0,0,Australian Government,,,
Oil olive,100,0,99.9,0,0,0,0,16.26,0,0,0,0,0,Australian Government,,,
Oil palm,100,0,100,0,0,0,0,51.57,0,0,0,0.01,0,Australian Government,,,
Oil peanut,100,0,100,0,0,0,0,18.16,0,0,0,0.1,0,Australian Government,,,
Oil rice bran,100,0,100,0,0,0,0,24,0,0,0,0.01,0,Australian Government,,,
Oil soybean,100,0,100,0,0,0,0,14.95,0,0,0,0,0,Australian Government,,,
Oil sunflower,100,0,100,0,0,0,0,10.63,0,0,0,0,0,Australian Government,,,
Oil vegetable,100,0,100,0,0,0,0,,0,0,0,0.01,0,Australian Government,,,
Okra cooked no added fat,100,3.3,0.2,1.5,4,0,1.5,,2,0,271,1.12,84,Australian Government,,,
Okra raw,100,3.1,0.2,1.4,3.7,0,1.4,37.14,2,0,280,1.1,82,Australian Government,,,
Olive green or black drained,100,2,20.5,1.8,2.3,0,0,13.2,1450,0,66,1.91,52,Australian Government,,,
Onion mature brown skinned peeled raw,100,1.3,0,5.8,2.7,0,5.8,0,8,0,180,0.24,23,Australian Government,,,
Onion mature red skinned peeled raw,100,1.3,0,5.8,2.7,0,5.8,0,8,0,180,0.24,23,Australian Government,,,
Onion mature white skinned peeled fresh raw,100,1.7,0.1,4.7,2.1,0,4.7,0,13,0,168,0.29,26,Australian Government,,,
Onion spring fresh raw,100,1.7,0.2,4.6,1.9,0,4.5,0,13,0,140,0.5,22,Australian Government,,,
Orange navel peeled raw,100,1,0,8.2,2.4,0,8.2,0,0,0,190,0,23,Australian Government,,,
Orange peeled raw,100,1,0,8.2,2.4,0,8.2,,0,0,190,0,23,Australian Government,,,
Orange valencia peeled raw,100,1,0,8.2,2.4,0,8.2,0,0,0,190,0,23,Australian Government,,,
Oregano dried,100,9,4.3,26.4,42.5,0,4.1,42.66,25,0,1260,36.8,1597,Australian Government,,,
Ostrich fan fillet raw,100,23.4,0.7,0,0,0,0,32.8,53,54,308,2.3,3,Australian Government,,,
Ostrich moon steak raw,100,23.7,1.4,0,0,0,0,35,52,53,315,2.8,3,Australian Government,,,
Oyster aquacultured raw,100,10.1,2.3,0.6,0,0,0,,535,68,225,4.04,191,Australian Government,,,
Oyster native aquacultured raw,100,7.3,1.5,0.6,0,0,0,40.25,585,76,190,3.75,139,Australian Government,,,
Oyster Pacific aquacultured raw,100,10.8,2.2,0.6,0,0,0,36.37,541,61,231,4.43,229,Australian Government,,,
Oyster Sydney rock aquacultured raw,100,10.6,2.9,0.6,0,0,0,36.32,491,76,235,3.47,148,Australian Government,,,
Pancake plain homemade,100,7.5,7.6,30.7,0.8,0,4.6,,80,76,172,0.7,82,Australian Government,,,
Paprika dry powder,100,14.1,12.9,19.1,34.9,0,10.3,18.45,68,0,2280,21.14,229,Australian Government,,,
Parsley continental fresh raw,100,2.4,0.2,0.6,4.7,0,0.6,0,58,0,1530,2.7,190,Australian Government,,,
Parsley curly fresh raw,100,1.9,0.2,0.4,5.8,0,0.4,0,48,0,850,9.4,200,Australian Government,,,
Parsnip peeled fresh raw,100,1.8,0.2,10,3.6,0,4.8,0,19,0,420,0.3,38,Australian Government,,,
Passionfruit pulp canned,100,1.5,0.2,19.8,7,0,19.8,,10,0,100,0.3,6,Australian Government,,,
Passionfruit raw,100,3,0.3,5.7,13.9,0,5.7,0,19,0,200,0.6,10,Australian Government,,,
Pasta maize flour corn based dry,100,7.5,2.1,68.3,11,0,0,16.5,3,0,294,0.93,4,Australian Government,,,
Pasta white wheat flour & egg dry,100,10.7,1.6,74.4,2.2,0,1.9,,9,18,178,1.29,23,Australian Government,,,
Pasta white wheat flour & spinach dry,100,11.9,1.3,73.1,4.4,0,2.7,25,38,0,203,2.5,39,Australian Government,,,
Pasta white wheat flour dry,100,12.7,1.4,68.5,3.2,0,0,25.14,5,0,142,1,18,Australian Government,,,
Pasta white wheat flour fresh uncooked,100,9.6,3.4,49.4,3.3,0,0.9,16.1,11,73,190,1.3,27,Australian Government,,,
Pasta wholemeal wheat flour dry,100,12.5,2.2,60.6,9.9,0,0,20.7,11,0,305,3.9,63,Australian Government,,,
Paste green curry commercial,100,2.4,7.9,6.3,3,0,3.4,18.4,1807,1,195,6,33,Australian Government,,,
Paste Indian style curry commercial,100,4.4,26.4,10.2,5.4,0,4.2,10.8,3434,1,602,6,136,Australian Government,,,
Paste shrimp,100,21,1,0,0,0,0,28.37,6000,163,393,20.5,1380,Australian Government,,,
Paste soybean,100,12.9,5.1,19.7,4.3,0,10.4,18.2,3800,0,380,1.7,69,Australian Government,,,
Pastry filo commercial raw,100,9.9,3.8,55.8,2.5,0,1.3,20.45,581,0,129,1.15,18,Australian Government,,,
Pastry puff vegetable oil commercial raw,100,5.5,16.4,35,3.4,0,1,47.81,387,0,63,0.3,9,Australian Government,,,
Pastry puff with butter commercial raw,100,5.5,19,32.9,3.4,0,1,66.1,160,34,63,0.3,12,Australian Government,,,
Pastry shortcrust style commercial raw,100,5.5,23.8,42,0.8,0,7.5,45.8,382,29,60,0.3,10,Australian Government,,,
Pawpaw papaya peeled raw,100,0.4,0.1,6.9,2.3,0,6.9,0,7,0,140,0.5,28,Australian Government,,,
Pea green fresh raw,100,5.8,0.4,8.1,5.6,0,4,,1,0,269,1.8,30,Australian Government,,,
Pea green whole dried,100,24.1,2.1,40.9,16.8,0,2.4,14.3,5,0,990,5.9,56,Australian Government,,,
Pea split dried,100,23,2,50.5,10.1,0,2.5,14.6,7,0,930,3.8,42,Australian Government,,,
Pea yellow whole dried,100,25.6,2.3,43.6,17.7,0,2.6,17.4,12,0,990,4.8,59,Australian Government,,,
Peach canned in pear juice,100,0.6,0,8.3,1.3,0,8.3,,8,0,141,0.32,4,Australian Government,,,
Peach canned in pear juice drained,100,0.8,0.1,8.2,2,0,8.2,0,7,0,121,0.27,4,Australian Government,,,
Peach canned in pear juice juice only,100,0.4,0,8.5,0.3,0,8.5,0,10,0,170,0.4,4,Australian Government,,,
Peach yellow unpeeled raw,100,0.8,0.1,7.5,1.9,0,7.4,0,2,0,203,0.26,5,Australian Government,,,
Peanut butter smooth & crunchy added sugar & salt,100,22.2,49.6,14.3,5.8,0,8.6,18.45,477,0,620,1.72,54,Australian Government,,,
Peanut butter smooth & crunchy no added sugar or salt,100,24.3,54.3,9.4,6.5,0,5.2,18.19,12,0,632,1.72,54,Australian Government,,,
Pear brown skin unpeeled raw,100,0.3,0,10.4,3.4,0,10.4,0,2,0,100,0.2,6,Australian Government,,,
Pear canned in pear juice,100,0.5,0,8.7,1.7,0,8.7,,6,0,100,0.33,6,Australian Government,,,
Pear canned in pear juice drained,100,0.6,0,8.6,2.8,0,8.6,0,6,0,102,0.35,5,Australian Government,,,
Pear canned in pear juice juice only,100,0.2,0,8.8,0.2,0,8.8,0,6,0,95,0.3,6,Australian Government,,,
Pear green skin unpeeled raw,100,0.4,0,12.4,3,0,12.4,0,0,0,130,0,8,Australian Government,,,
Pear nashi unpeeled raw,100,0.4,0.1,11.1,2.1,0,10.6,0,7,0,130,0,5,Australian Government,,,
Pear Packham's triumph unpeeled raw,100,0.4,0,12.5,3,0,12.4,0,0,0,120,0.06,8,Australian Government,,,
Pear William Bartlett unpeeled raw,100,0.3,0,9,3.7,0,9,0,1,0,106,0.15,6,Australian Government,,,
Pepper black ground,100,10.4,3.3,38.6,25.3,0,0.6,44.49,20,0,1329,9.71,443,Australian Government,,,
Persimmon peeled raw,100,0.6,0.2,16.1,2.6,0,16.1,0,6,0,130,0.7,29,Australian Government,,,
Pie savoury meat commercial ready to eat,100,8.9,11.2,21.2,2.4,0,1.3,51.92,501,19,124,1.16,15,Australian Government,,,
Pie steak & kidney canned,100,10,7.7,13.6,0.9,0,0.6,52.7,230,110,120,1.4,7,Australian Government,,,
Pie sweet apple commercial,100,3,12.9,31.4,1.3,0,15.1,49.97,200,14,26,0.5,18,Australian Government,,,
Pigeon squab whole raw,100,16.2,25.5,0,0,0,0,28.4,68,84,199,2.4,13,Australian Government,,,
Pikelet or pancake sweet commercial,100,5.7,4.3,38.4,2.1,0,13.8,16.19,359,17,230,1.6,84,Australian Government,,,
Pikelet plain homemade,100,7.5,5.9,47.9,1.7,0,13.4,62.21,470,45,144,0.4,97,Australian Government,,,
Pineapple canned in pineapple juice,100,0.5,0.6,12,0.8,0,12,33.5,5,0,121,0.4,4,Australian Government,,,
Pineapple canned in pineapple juice drained,100,0.5,0.1,10.5,1.9,0,10.5,0,4,0,130,0.35,6,Australian Government,,,
Pineapple canned in pineapple juice juice only,100,0.3,0,10.6,0,0,10.6,0,1,0,160,0.3,6,Australian Government,,,
Pineapple canned in syrup,100,0.3,0.6,19.8,0.7,0,19.8,33.5,6,0,80,0.4,4,Australian Government,,,
Pineapple canned in syrup drained,100,0.2,0.3,19.4,1.4,0,19.4,0,2,0,86,0.2,5,Australian Government,,,
Pineapple canned in syrup syrup only,100,0.3,0,22,0,0,22,0,1,0,90,0.3,5,Australian Government,,,
Pineapple cayenne peeled raw,100,0.6,0.2,8.2,1.8,0,8.2,0,2,0,151,0.25,20,Australian Government,,,
Pizza cheese & tomato commercial,100,16.2,11,28.7,2.8,0,2.7,47.86,440,19,170,0.88,210,Australian Government,,,
Pizza ham & pineapple takeaway style,100,12.8,8.3,23.1,3.1,0,2.7,51.66,632,18,140,1.1,140,Australian Government,,,
Pizza supreme fast food chain,100,12.9,9,27.6,2.5,0,2.4,50.9,550,15,191,1.03,149,Australian Government,,,
Pizza supreme takeaway style,100,13,9.8,20.5,3,0,0.6,47.86,570,21,175,0.95,158,Australian Government,,,
Pizza vegetable fast food chain,100,9.3,6,27.2,2.8,0,2.8,54.52,389,19,162,1.15,152,Australian Government,,,
Plum dark canned in syrup,100,0.3,0.1,21.3,1,0,21.1,,3,0,96,0.2,4,Australian Government,,,
Plum dark canned in syrup drained,100,0.4,0.1,21.3,2,0,21,0,4,0,96,0.2,4,Australian Government,,,
Plum dark canned in syrup syrup only,100,0.2,0,21.3,0,0,21.2,0,2,0,97,0.2,3,Australian Government,,,
Plum davidson native flesh,100,1,0.2,14.3,2,0,3.9,0,45,0,364,0,16,Australian Government,,,
Plum salted,100,3.7,0,34.4,9.3,0,33.6,0,8400,0,610,13,130,Australian Government,,,
Plum unpeeled raw,100,0.6,0.1,6.5,2,0,6.5,0,2,0,153,0.22,7,Australian Government,,,
Pomegranate peeled raw,100,1.9,0.2,13.5,6.4,0,13.5,0,4,0,210,0.5,14,Australian Government,,,
Popcorn commercial butter flavoured salted,100,9.1,26.5,49.6,8.8,0,0.6,65.19,626,6,260,2.15,7,Australian Government,,,
Pork butterfly steak lean raw,100,24.1,1.6,0,0,0,0,37.3,46,48,420,0.54,6,Australian Government,,,
Pork butterfly steak untrimmed raw,100,22.7,7,0,0,0,0,,44,47,398,0.54,6,Australian Government,,,
Pork diced untrimmed raw,100,22.8,3.1,0,0,0,0,36.1,59,69,465,0.84,6,Australian Government,,,
Pork fillet lean raw,100,23.1,1.1,0,0,0,0,37.8,42,47,390,0.86,4,Australian Government,,,
Pork forequarter chop lean BBQ'd no added fat,100,26.3,6.3,0,0,0,0,42,73,83,410,1.6,22,Australian Government,,,
Pork forequarter chop lean raw,100,19.5,3.9,0,0,0,0,40.1,73,62,380,1.2,16,Australian Government,,,
Pork forequarter chop roast neck separable fat raw,100,9.6,50.8,0,0,0,0,40.3,47,92,160,0.9,26,Australian Government,,,
Pork forequarter chop semi-trimmed BBQ'd no added fat,100,25.4,9.2,0,0,0,0,,74,83,397,1.56,22,Australian Government,,,
Pork forequarter chop untrimmed BBQ'd no added fat,100,23.3,16,0,0,0,0,,76,84,365,1.48,23,Australian Government,,,
Pork forequarter chop untrimmed raw,100,17.5,13.2,0,0,0,0,,68,68,337,1.14,18,Australian Government,,,
Pork forequarter separable fat BBQ'd no added fat,100,11.5,53.6,0,0,0,0,40,86,90,190,1,28,Australian Government,,,
Pork forequarter shoulder roast lean BBQ'd no added fat,100,24.8,6.4,0,0,0,0,42,76,69,380,1.6,15,Australian Government,,,
Pork forequarter shoulder roast lean raw,100,19.6,3.1,0,0,0,0,40.1,75,60,370,1.1,11,Australian Government,,,
Pork forequarter shoulder roast semi-trimmed BBQ'd no added fat,100,24,9.2,0,0,0,0,,77,70,369,1.56,16,Australian Government,,,
Pork forequarter shoulder roast untrimmed BBQ'd no added fat,100,22.6,14,0,0,0,0,,78,72,350,1.5,17,Australian Government,,,
Pork forequarter shoulder roast untrimmed raw,100,17.6,12.5,0,0,0,0,,69,66,329,1.06,14,Australian Government,,,
Pork leg roast untrimmed raw,100,21.6,8.6,0,0,0,0,,48,69,357,0.8,4,Australian Government,,,
Pork leg steak round rump topside silverside lean raw,100,23.5,1.8,0,0,0,0,36.15,50,48,382,0.81,4,Australian Government,,,
Pork leg steak round rump topside silverside untrimmed raw,100,23.3,2.4,0,0,0,0,,49,48,380,0.81,4,Australian Government,,,
Pork leg steak rump separable fat raw,100,8.6,66.4,0,0,0,0,37.7,23,38,140,0.6,3,Australian Government,,,
Pork loin chop lean BBQ'd no added fat,100,30.6,4.5,0,0,0,0,38,58,71,400,0.64,16,Australian Government,,,
Pork loin chop lean raw,100,23.2,1.8,0,0,0,0,38,52,48,426,0.46,11,Australian Government,,,
Pork loin chop semi-trimmed BBQ'd no added fat,100,29.5,7.8,0,0,0,0,,57,70,388,0.63,16,Australian Government,,,
Pork loin chop semi-trimmed raw,100,22.4,5.2,0,0,0,0,,51,48,410,0.45,11,Australian Government,,,
Pork loin chop separable fat BBQ'd no added fat,100,8.8,70.7,0,0,0,0,41.38,33,41,159,0.36,17,Australian Government,,,
Pork loin chop separable fat raw,100,7.9,69.2,0,0,0,0,41.38,24,46,104,0.29,16,Australian Government,,,
Pork loin chop untrimmed BBQ'd no added fat,100,28,12.3,0,0,0,0,,55,67,372,0.61,16,Australian Government,,,
Pork loin chop untrimmed raw,100,21.5,9.2,0,0,0,0,,49,48,391,0.44,11,Australian Government,,,
Pork loin cutlet untrimmed raw,100,21,13.1,0,0,0,0,,42,46,373,0.53,5,Australian Government,,,
Pork loin roast lean raw,100,23.3,2.2,0,0,0,0,37.5,52,46,370,0.41,6,Australian Government,,,
Pork loin roast separable fat raw,100,5.2,77.1,0,0,0,0,39.5,27,38,69,0.16,4,Australian Government,,,
Pork loin roast untrimmed raw,100,19.9,16.4,0,0,0,0,,47,44,313,0.36,6,Australian Government,,,
edallion or loin steak lean raw,100,24.1,1.6,0,0,0,0,37.3,46,48,420,0.54,6,Australian Government,,,
edallion or loin steak separable fat raw,100,6.3,68.5,0,0,0,0,36.9,22,38,150,0.48,5,Australian Government,,,
edallion or loin steak untrimmed raw,100,22.9,6.1,0,0,0,0,,44,47,402,0.54,6,Australian Government,,,
ince untrimmed raw,100,19.5,10.6,0,0,0,0,39.7,58,54,330,0.93,8,Australian Government,,,
Pork round mini roast lean raw,100,23.7,1.1,0,0,0,0,34.8,50,68,390,0.83,4,Australian Government,,,
Pork round mini roast separable fat raw,100,11.3,44.6,0,0,0,0,37.7,38,76,200,0.64,5,Australian Government,,,
Pork round mini roast untrimmed raw,100,23.5,2,0,0,0,0,,50,68,386,0.83,4,Australian Government,,,
Pork round steak lean raw,100,22.1,1.1,0,0,0,0,34.8,48,46,385,0.88,4,Australian Government,,,
Pork rump steak lean raw,100,25.3,2.1,0,0,0,0,36.6,50,45,365,0.84,5,Australian Government,,,
Pork rump steak untrimmed raw,100,24.8,4,0,0,0,0,,49,45,359,0.83,5,Australian Government,,,
Pork scotch roast lean raw,100,20.6,7.6,0,0,0,0,38.7,49,50,355,0.78,4,Australian Government,,,
Pork scotch roast separable fat raw,100,10.7,52.5,0,0,0,0,44.3,30,48,190,0.56,9,Australian Government,,,
Pork scotch roast untrimmed raw,100,18.9,15.5,0,0,0,0,,46,50,326,0.74,5,Australian Government,,,
Pork silverside steak lean raw,100,22.5,2,0,0,0,0,37.6,53,60,410,0.79,4,Australian Government,,,
Pork silverside steak untrimmed raw,100,22.4,2.6,0,0,0,0,,53,60,408,0.79,4,Australian Government,,,
Pork spare ribs untrimmed raw,100,18.1,24,0,0,0,0,,43,47,320,0.4,12,Australian Government,,,
Pork strips untrimmed raw,100,22.4,2.3,0,0,0,0,36,46,50,385,0.75,5,Australian Government,,,
Pork topside steak lean raw,100,24,2,0,0,0,0,35.6,48,43,370,0.73,4,Australian Government,,,
Porridge rolled oats prepared with regular fat cows milk,100,5.3,4.9,14.3,1.6,0,5.8,,34,10,183,0.6,106,Australian Government,,,
Porridge rolled oats prepared with water,100,2.3,1.8,9.2,1.8,0,0.2,,4,0,55,0.62,9,Australian Government,,,
Potato coliban peeled raw,100,2,0,11.5,1.1,0,1,0,4,0,380,0.45,3,Australian Government,,,
Potato crisps or chips flavoured other than salt & vinegar,100,6.8,32.5,43.6,3.6,0,1.4,22.86,664,0,1350,1.85,24,Australian Government,,,
Potato crisps or chips plain salted,100,6,33.3,45.8,3.2,0,0.9,23.55,592,0,1250,1.2,21,Australian Government,,,
Potato crisps or chips reformed salted,100,4.7,34.1,51.3,4.4,0,2.2,24.03,430,0,700,1.25,54,Australian Government,,,
Potato crisps or chips salt & vinegar flavoured,100,6.8,32.6,43.6,3.6,0,1.4,25.15,970,0,1200,1,22,Australian Government,,,
Potato desiree peeled raw,100,2.3,0,10.7,1.7,0,1.7,0,5,0,400,0.24,6,Australian Government,,,
Potato new peeled raw,100,2.3,0.1,12.8,1.1,0,0.6,0,3,0,513,0.6,4,Australian Government,,,
Potato pale skin peeled raw,100,2,0,11.5,1.1,0,1,0,4,0,380,0.45,3,Australian Government,,,
Potato pontiac peeled raw,100,2.4,0.1,12.6,2.1,0,0.7,0,2,0,380,0.5,4,Australian Government,,,
Potato red skin peeled raw,100,2.3,0,10.7,1.7,0,1.7,0,5,0,400,0.24,6,Australian Government,,,
Potato sebago peeled raw,100,2.5,0.2,13.8,2.2,0,0.4,0,4,0,442,0.55,3,Australian Government,,,
Potato straws French fries plain,100,6.9,31,51.6,3.2,0,0.2,45.2,576,0,1390,3.6,31,Australian Government,,,
Prawn banana aquacultured purchased cooked,100,23.2,0.9,0,0,0,0,31.42,805,204,320,0.21,56,Australian Government,,,
Prawn banana wild flesh raw,100,13.2,0.6,0,0,0,0,35.72,509,507,78,0.14,20,Australian Government,,,
Prawn black tiger aquacultured purchased cooked,100,20.2,1.1,0,0,0,0,32.85,919,218,179,1.28,239,Australian Government,,,
Prawn brown tiger wild flesh raw,100,23.4,0.9,0,0,0,0,30.87,273,445,404,0.27,163,Australian Government,,,
Prawn endeavour wild flesh raw,100,22.4,0.7,0,0,0,0,33.93,330,210,364,0.2,59,Australian Government,,,
Prawn flesh cooked from raw no added fat,100,27.1,1.2,0,0,0,0,,1077,264,312,0.93,185,Australian Government,,,
Prawn flesh raw green,100,20.7,0.8,0,0,0,0,,345,406,314,0.16,72,Australian Government,,,
Prawn school wild flesh raw,100,17.8,1.1,0,0,0,0,35.46,114,204,306,2.77,583,Australian Government,,,
Prawn Western king wild flesh raw,100,23.9,0.8,0,0,0,0,31.83,268,461,412,0.03,45,Australian Government,,,
Prickly pear peeled raw,100,0.4,0.3,8.8,4.6,0,8.8,0,1,0,190,0.4,48,Australian Government,,,
Prosciutto,100,30.8,18.8,0.3,0,0,0.3,37.8,1700,180,410,0.84,10,Australian Government,,,
Prune dried plum,100,2.3,0.4,32.5,7.8,0,31,0,7,0,700,1.1,52,Australian Government,,,
Psyllium uncooked,100,3,1.3,1,88.7,0,0,20.6,55,0,860,24,190,Australian Government,,,
Pudding chocolate homemade,100,3.6,2.6,37.2,1.1,0,23.6,,162,5,181,0.94,53,Australian Government,,,
Pudding sticky date homemade,100,3,16.7,48.4,1.6,0,38.5,,337,73,180,0.86,50,Australian Government,,,
Pumpkin butternut peeled fresh raw,100,2.1,0.6,6.9,1.8,0,5.2,29.1,1,0,376,0.32,18,Australian Government,,,
Pumpkin golden nugget peeled fresh raw,100,2.2,0.3,4,1.1,0,2.6,0,1,0,230,0.2,22,Australian Government,,,
Pumpkin jarrahdale peeled fresh raw,100,0.7,0.1,4.3,1.6,0,4.3,0,0,0,196,0.12,16,Australian Government,,,
Pumpkin peeled fresh raw,100,1.7,0.3,5.9,1.8,0,4.2,,1,0,285,0.39,24,Australian Government,,,
Pumpkin Queensland blue peeled fresh raw,100,2,0.3,8.4,2.7,0,4.9,0,2,0,340,0.9,41,Australian Government,,,
Quail lean flesh & skin raw,100,18.5,11,0,0,0,0,31.7,45,99,500,1.3,6,Australian Government,,,
Quandong fruit flesh,100,2.5,0,8.1,4.2,0,8.1,0,116,0,747,0,7,Australian Government,,,
Quince peeled raw,100,0.5,0.2,11,5.2,0,11,0,16,0,220,0.1,8,Australian Government,,,
Quinoa black uncooked,100,13.1,6.6,50.6,16.1,0,4.3,13.6,6,0,563,4.3,58,Australian Government,,,
Quinoa cooked in water no added salt,100,3.6,1.8,16.3,3.4,0,1.3,,4,0,157,1.08,14,Australian Government,,,
Quinoa red uncooked,100,14.1,6.9,55,13.8,0,5.8,13,4,0,563,4.3,41,Australian Government,,,
Quinoa uncooked,100,12.9,6.5,58.6,12,0,4.7,,7,0,563,3.88,47,Australian Government,,,
Quinoa white uncooked,100,12.2,6.3,61.8,10.5,0,4.2,12.7,8,0,563,3.6,48,Australian Government,,,
Rabbit farmed whole raw,100,23.2,2.1,0,0,0,0,40,53,67,370,1,9,Australian Government,,,
Radish red skinned unpeeled raw,100,0.8,0.2,1.9,1.1,0,1.9,0,20,0,180,1.1,25,Australian Government,,,
Radish white skinned peeled raw,100,0.7,0.3,2.9,1.8,0,2.9,0,28,0,210,0.3,30,Australian Government,,,
Raisin,100,3.3,0.5,68.7,2.8,0,66.9,50,10,0,680,1.2,53,Australian Government,,,
Rambutan raw,100,1,0.4,15.7,2.8,0,15.7,0,2,0,140,0.1,8,Australian Government,,,
Raspberry canned in syrup,100,0.6,0.1,17,2.5,0,16.8,,5,0,78,0.95,10,Australian Government,,,
Raspberry canned in syrup drained,100,1,0.2,16.2,6,0,15.9,0,6,0,77,1.3,18,Australian Government,,,
Raspberry canned in syrup syrup only,100,0.2,0,17.5,0,0,17.5,0,4,0,78,0.7,5,Australian Government,,,
Raspberry purchased frozen,100,1.1,0.2,6.8,5.6,0,6.5,,1,0,141,0.54,24,Australian Government,,,
Raspberry raw,100,1.1,0.2,6.8,5.6,0,6.5,0,1,0,156,0.54,26,Australian Government,,,
Rhubarb stalk raw,100,1.5,0.2,1.7,2.2,0,1.7,0,12,0,130,0.3,26,Australian Government,,,
Rice beverage fluid added calcium,100,0.3,1,12.7,0,0,3.7,17.3,62,0,22,0.2,70,Australian Government,,,
Rice brown uncooked,100,7.9,3.1,69.1,3.5,0,1.1,19.48,2,0,230,0.8,7,Australian Government,,,
Rice paper wrapper soaked in water,100,3.4,0.9,32.2,1,0,0.2,,766,0,65,0.23,4,Australian Government,,,
Rice white purchased as 'instant' microwaved,100,3.4,0.6,32.5,1,0,0,31.1,21,0,19,0,2,Australian Government,,,
Rice white uncooked,100,7.3,0.9,74,0.8,0,0,22.2,1,0,58,0.2,4,Australian Government,,,
Rice wild uncooked,100,14.7,1.1,68.7,6.2,0,2.5,15.74,7,0,427,1.96,21,Australian Government,,,
Rocket fresh raw,100,3.3,0.3,0.3,2.4,0,0.3,0,47,0,351,1.56,214,Australian Government,,,
Rosemary dried,100,4.9,15.2,20.4,42.6,0,19.6,57.93,50,0,955,29.25,1280,Australian Government,,,
